Recency,Frequency,Monetary,Cluster,Segment
50,10,71240,3,Potential High-Value
36,14,162686,3,Potential High-Value
3,10,149590,3,Potential High-Value
0,10,95640,3,Potential High-Value
289,4,16826,2,Churned Customers
54,7,13864,1,Regular Shoppers
150,5,25395,1,Regular Shoppers
15,14,76962,3,Potential High-Value
31,9,90741,3,Potential High-Value
120,10,30440,1,Regular Shoppers
526,2,35998,2,Churned Customers
41,9,28891,1,Regular Shoppers
11,10,50990,1,Regular Shoppers
484,1,1499,2,Churned Customers
245,3,2347,2,Churned Customers
282,3,3697,2,Churned Customers
5,19,211981,0,Loyal Customers
49,6,10494,1,Regular Shoppers
101,10,122400,3,Potential High-Value
655,1,4499,2,Churned Customers
35,4,43996,1,Regular Shoppers
83,6,74544,1,Regular Shoppers
31,9,33721,1,Regular Shoppers
37,7,124993,3,Potential High-Value
7,38,279345,0,Loyal Customers
542,1,799,2,Churned Customers
247,8,29092,1,Regular Shoppers
638,1,5999,2,Churned Customers
42,22,269204,0,Loyal Customers
276,6,48394,2,Churned Customers
2,6,55955,1,Regular Shoppers
311,2,998,2,Churned Customers
80,9,91241,3,Potential High-Value
135,10,35190,1,Regular Shoppers
65,15,104056,3,Potential High-Value
164,8,156292,3,Potential High-Value
131,7,122193,3,Potential High-Value
334,3,85048,2,Churned Customers
42,22,224639,0,Loyal Customers
1,10,87190,3,Potential High-Value
141,4,7996,1,Regular Shoppers
103,8,68842,1,Regular Shoppers
273,1,29999,2,Churned Customers
1,27,138853,0,Loyal Customers
603,1,499,2,Churned Customers
219,7,78893,1,Regular Shoppers
40,6,22494,1,Regular Shoppers
119,2,3298,1,Regular Shoppers
4,54,547133,0,Loyal Customers
252,8,26442,1,Regular Shoppers
61,9,219091,3,Potential High-Value
26,9,96291,3,Potential High-Value
80,1,599,1,Regular Shoppers
662,1,299,2,Churned Customers
14,20,270330,0,Loyal Customers
42,5,80995,1,Regular Shoppers
1,30,320892,0,Loyal Customers
16,9,89157,3,Potential High-Value
34,9,32953,1,Regular Shoppers
11,29,370172,0,Loyal Customers
44,7,37709,1,Regular Shoppers
37,4,5396,1,Regular Shoppers
238,6,32894,1,Regular Shoppers
56,9,56691,1,Regular Shoppers
545,2,1428,2,Churned Customers
17,37,285823,0,Loyal Customers
3,7,66893,1,Regular Shoppers
102,3,6147,1,Regular Shoppers
184,9,101141,3,Potential High-Value
27,12,45988,3,Potential High-Value
115,13,136087,3,Potential High-Value
73,11,47799,1,Regular Shoppers
97,10,108620,3,Potential High-Value
73,3,6497,1,Regular Shoppers
23,8,32842,1,Regular Shoppers
151,4,81057,1,Regular Shoppers
58,2,38998,1,Regular Shoppers
53,4,63146,1,Regular Shoppers
310,2,678,2,Churned Customers
56,3,61497,1,Regular Shoppers
7,7,35894,1,Regular Shoppers
52,10,117590,3,Potential High-Value
10,6,57394,1,Regular Shoppers
45,6,9694,1,Regular Shoppers
39,9,26591,1,Regular Shoppers
30,7,78593,1,Regular Shoppers
346,2,95998,2,Churned Customers
297,6,67244,2,Churned Customers
69,3,65597,1,Regular Shoppers
200,7,67893,1,Regular Shoppers
166,1,19999,1,Regular Shoppers
41,15,258856,0,Loyal Customers
136,5,38295,1,Regular Shoppers
2,21,228409,0,Loyal Customers
8,7,105893,3,Potential High-Value
353,1,1499,2,Churned Customers
130,10,26690,1,Regular Shoppers
11,6,76294,1,Regular Shoppers
30,29,247421,0,Loyal Customers
48,7,59593,1,Regular Shoppers
117,7,40193,1,Regular Shoppers
539,1,34999,2,Churned Customers
71,8,58492,1,Regular Shoppers
64,5,58495,1,Regular Shoppers
17,10,49700,1,Regular Shoppers
196,9,97491,3,Potential High-Value
182,10,12550,1,Regular Shoppers
50,7,91793,3,Potential High-Value
209,1,4499,1,Regular Shoppers
77,10,102190,3,Potential High-Value
5,5,42995,1,Regular Shoppers
220,2,30798,1,Regular Shoppers
119,1,1499,1,Regular Shoppers
268,10,16800,2,Churned Customers
101,10,60440,1,Regular Shoppers
328,7,91293,2,Churned Customers
85,8,36592,1,Regular Shoppers
105,7,93493,1,Regular Shoppers
23,7,97493,3,Potential High-Value
21,8,40592,1,Regular Shoppers
203,4,7596,1,Regular Shoppers
29,10,66761,3,Potential High-Value
69,6,80694,1,Regular Shoppers
619,1,2999,2,Churned Customers
151,9,60391,1,Regular Shoppers
64,5,51895,1,Regular Shoppers
30,7,11593,1,Regular Shoppers
127,13,99667,3,Potential High-Value
96,10,64190,1,Regular Shoppers
6,8,26598,1,Regular Shoppers
32,10,109200,3,Potential High-Value
9,10,193890,3,Potential High-Value
78,17,85733,3,Potential High-Value
41,11,103189,3,Potential High-Value
78,1,999,1,Regular Shoppers
0,22,245029,0,Loyal Customers
13,26,253474,0,Loyal Customers
330,2,1359,2,Churned Customers
64,1,22999,1,Regular Shoppers
255,2,3498,2,Churned Customers
175,9,15897,1,Regular Shoppers
43,6,9794,1,Regular Shoppers
39,9,56141,1,Regular Shoppers
15,4,12647,1,Regular Shoppers
254,2,26498,2,Churned Customers
453,3,33297,2,Churned Customers
97,13,90337,3,Potential High-Value
101,4,34976,1,Regular Shoppers
79,9,16187,1,Regular Shoppers
133,6,21394,1,Regular Shoppers
32,9,120791,3,Potential High-Value
107,7,60993,1,Regular Shoppers
91,9,91091,3,Potential High-Value
168,5,131066,3,Potential High-Value
118,10,43261,1,Regular Shoppers
109,2,54998,1,Regular Shoppers
348,2,90898,2,Churned Customers
17,28,241822,0,Loyal Customers
64,15,82041,3,Potential High-Value
61,6,39444,1,Regular Shoppers
311,4,13852,2,Churned Customers
129,4,4196,1,Regular Shoppers
52,8,72043,1,Regular Shoppers
18,5,33195,1,Regular Shoppers
251,6,74994,1,Regular Shoppers
368,3,52997,2,Churned Customers
51,8,74322,1,Regular Shoppers
200,5,24266,1,Regular Shoppers
340,4,23996,2,Churned Customers
12,8,65092,1,Regular Shoppers
126,10,23190,1,Regular Shoppers
40,20,152496,3,Potential High-Value
21,14,84497,3,Potential High-Value
32,10,41570,1,Regular Shoppers
35,4,83996,1,Regular Shoppers
195,2,50498,1,Regular Shoppers
39,28,267972,0,Loyal Customers
58,8,70848,1,Regular Shoppers
31,3,2858,1,Regular Shoppers
23,24,116676,3,Potential High-Value
31,18,100619,3,Potential High-Value
220,3,26797,1,Regular Shoppers
177,6,60244,1,Regular Shoppers
9,18,103303,3,Potential High-Value
274,7,34693,2,Churned Customers
15,6,16355,1,Regular Shoppers
60,30,242726,0,Loyal Customers
22,9,148091,3,Potential High-Value
56,8,21972,1,Regular Shoppers
496,1,2499,2,Churned Customers
90,2,3098,1,Regular Shoppers
257,3,25797,2,Churned Customers
330,2,45998,2,Churned Customers
53,27,122989,0,Loyal Customers
56,19,104681,3,Potential High-Value
7,29,375471,0,Loyal Customers
46,6,122494,3,Potential High-Value
75,10,103990,3,Potential High-Value
13,10,46840,1,Regular Shoppers
34,9,116092,3,Potential High-Value
425,3,8997,2,Churned Customers
377,1,499,2,Churned Customers
1,1,999,1,Regular Shoppers
420,6,48894,2,Churned Customers
18,6,34494,1,Regular Shoppers
251,1,4999,2,Churned Customers
145,8,93392,1,Regular Shoppers
24,26,250774,0,Loyal Customers
64,3,7053,1,Regular Shoppers
12,24,336976,0,Loyal Customers
155,7,38873,1,Regular Shoppers
58,4,24746,1,Regular Shoppers
20,22,208259,0,Loyal Customers
180,1,2499,1,Regular Shoppers
7,24,277626,0,Loyal Customers
136,8,49492,1,Regular Shoppers
14,18,151382,3,Potential High-Value
355,3,7297,2,Churned Customers
10,5,62195,1,Regular Shoppers
20,8,184392,3,Potential High-Value
81,7,133593,3,Potential High-Value
55,5,60745,1,Regular Shoppers
12,15,176085,3,Potential High-Value
276,10,38661,2,Churned Customers
129,3,39207,1,Regular Shoppers
17,1,179,1,Regular Shoppers
30,9,125841,3,Potential High-Value
512,1,1499,2,Churned Customers
2,26,187954,0,Loyal Customers
118,8,100992,3,Potential High-Value
257,1,29999,2,Churned Customers
103,18,64662,3,Potential High-Value
78,2,3998,1,Regular Shoppers
97,12,94938,3,Potential High-Value
123,7,11693,1,Regular Shoppers
67,3,5797,1,Regular Shoppers
15,9,47891,1,Regular Shoppers
11,10,107890,3,Potential High-Value
131,4,34296,1,Regular Shoppers
198,2,2298,1,Regular Shoppers
98,2,31998,1,Regular Shoppers
45,5,10995,1,Regular Shoppers
28,9,77847,3,Potential High-Value
60,10,76890,3,Potential High-Value
47,20,275741,0,Loyal Customers
392,3,1447,2,Churned Customers
3,2,6298,1,Regular Shoppers
2,3,48397,1,Regular Shoppers
41,10,61742,3,Potential High-Value
0,17,232080,0,Loyal Customers
22,5,43545,1,Regular Shoppers
326,5,6245,2,Churned Customers
157,4,79196,1,Regular Shoppers
296,2,3898,2,Churned Customers
19,8,85643,3,Potential High-Value
40,7,106493,3,Potential High-Value
34,10,42241,1,Regular Shoppers
156,3,60597,1,Regular Shoppers
1,8,46853,1,Regular Shoppers
138,5,41195,1,Regular Shoppers
4,10,73540,3,Potential High-Value
91,5,20595,1,Regular Shoppers
8,51,527680,0,Loyal Customers
133,2,1298,1,Regular Shoppers
72,2,16998,1,Regular Shoppers
44,1,5999,1,Regular Shoppers
202,8,15192,1,Regular Shoppers
45,4,59496,1,Regular Shoppers
0,16,95045,3,Potential High-Value
197,4,31396,1,Regular Shoppers
278,6,111194,2,Churned Customers
190,6,151894,3,Potential High-Value
77,6,46394,1,Regular Shoppers
175,30,309376,0,Loyal Customers
30,26,221770,0,Loyal Customers
32,10,52090,1,Regular Shoppers
245,4,9596,2,Churned Customers
4,28,343879,0,Loyal Customers
57,7,207493,3,Potential High-Value
61,6,68794,1,Regular Shoppers
35,10,126190,3,Potential High-Value
277,6,23265,2,Churned Customers
129,6,46074,1,Regular Shoppers
28,10,106240,3,Potential High-Value
6,17,151833,3,Potential High-Value
73,7,79643,1,Regular Shoppers
12,25,117825,0,Loyal Customers
178,10,105300,3,Potential High-Value
90,7,131853,3,Potential High-Value
74,4,32496,1,Regular Shoppers
8,7,76593,1,Regular Shoppers
214,1,2999,1,Regular Shoppers
66,4,15096,1,Regular Shoppers
61,21,116979,3,Potential High-Value
462,6,75294,2,Churned Customers
302,3,4497,2,Churned Customers
8,19,141081,3,Potential High-Value
102,8,19463,1,Regular Shoppers
5,9,66991,3,Potential High-Value
105,7,42943,1,Regular Shoppers
12,19,105781,3,Potential High-Value
201,4,37246,1,Regular Shoppers
128,3,33197,1,Regular Shoppers
420,2,49998,2,Churned Customers
252,5,61295,1,Regular Shoppers
7,7,43993,1,Regular Shoppers
80,10,23636,1,Regular Shoppers
55,7,127093,3,Potential High-Value
30,13,146493,3,Potential High-Value
157,2,22498,1,Regular Shoppers
149,2,55998,1,Regular Shoppers
15,29,286371,0,Loyal Customers
20,6,61794,1,Regular Shoppers
84,4,1212,1,Regular Shoppers
7,29,230157,0,Loyal Customers
98,3,26297,1,Regular Shoppers
8,5,73295,1,Regular Shoppers
7,8,73092,3,Potential High-Value
1,5,32745,1,Regular Shoppers
42,20,271610,0,Loyal Customers
132,2,204,1,Regular Shoppers
198,4,51096,1,Regular Shoppers
57,5,7295,1,Regular Shoppers
116,10,53356,1,Regular Shoppers
50,7,58484,1,Regular Shoppers
105,3,29197,1,Regular Shoppers
10,4,96996,1,Regular Shoppers
349,3,3497,2,Churned Customers
21,1,19999,1,Regular Shoppers
13,14,152757,3,Potential High-Value
492,2,5998,2,Churned Customers
54,11,46789,1,Regular Shoppers
15,8,49342,1,Regular Shoppers
99,9,101281,3,Potential High-Value
116,6,156994,3,Potential High-Value
3,10,74870,3,Potential High-Value
181,7,53293,1,Regular Shoppers
160,3,14497,1,Regular Shoppers
20,10,51990,1,Regular Shoppers
61,6,40094,1,Regular Shoppers
16,14,112886,3,Potential High-Value
4,19,115227,3,Potential High-Value
126,12,63149,3,Potential High-Value
372,1,1499,2,Churned Customers
8,7,44393,1,Regular Shoppers
56,4,10696,1,Regular Shoppers
75,4,9796,1,Regular Shoppers
46,10,46656,1,Regular Shoppers
107,8,86872,1,Regular Shoppers
48,17,193633,3,Potential High-Value
104,8,77492,1,Regular Shoppers
21,8,71702,1,Regular Shoppers
637,3,9097,2,Churned Customers
293,2,628,2,Churned Customers
70,5,8451,1,Regular Shoppers
285,1,999,2,Churned Customers
106,6,4124,1,Regular Shoppers
72,13,123187,3,Potential High-Value
64,7,101043,3,Potential High-Value
20,6,48894,1,Regular Shoppers
247,1,999,2,Churned Customers
307,4,3646,2,Churned Customers
31,8,61892,1,Regular Shoppers
51,6,55474,1,Regular Shoppers
214,4,34496,1,Regular Shoppers
157,4,3096,1,Regular Shoppers
465,2,4498,2,Churned Customers
38,5,14545,1,Regular Shoppers
2,23,261677,0,Loyal Customers
77,7,16993,1,Regular Shoppers
18,9,91491,3,Potential High-Value
20,8,74542,3,Potential High-Value
5,13,44387,3,Potential High-Value
15,8,52592,1,Regular Shoppers
22,5,19345,1,Regular Shoppers
79,7,156793,3,Potential High-Value
6,4,38996,1,Regular Shoppers
16,20,133810,3,Potential High-Value
249,1,3999,2,Churned Customers
7,28,257312,0,Loyal Customers
22,7,128243,3,Potential High-Value
307,1,299,2,Churned Customers
285,3,45097,2,Churned Customers
149,9,167491,3,Potential High-Value
15,25,249175,0,Loyal Customers
15,11,91939,3,Potential High-Value
48,13,137987,3,Potential High-Value
32,10,97540,3,Potential High-Value
578,1,499,2,Churned Customers
184,4,55396,1,Regular Shoppers
6,25,118175,0,Loyal Customers
144,4,16552,1,Regular Shoppers
126,9,97841,3,Potential High-Value
68,2,20898,1,Regular Shoppers
6,8,190292,3,Potential High-Value
92,3,8297,1,Regular Shoppers
46,5,10195,1,Regular Shoppers
102,11,102619,3,Potential High-Value
23,7,89493,3,Potential High-Value
23,10,100100,3,Potential High-Value
50,17,68411,3,Potential High-Value
363,4,17896,2,Churned Customers
64,3,21247,1,Regular Shoppers
89,6,48194,1,Regular Shoppers
145,5,22125,1,Regular Shoppers
18,22,168928,0,Loyal Customers
146,5,5945,1,Regular Shoppers
112,8,114073,3,Potential High-Value
100,8,65392,1,Regular Shoppers
22,4,74996,1,Regular Shoppers
19,22,221378,0,Loyal Customers
78,7,9543,1,Regular Shoppers
9,7,18093,1,Regular Shoppers
28,6,165294,3,Potential High-Value
83,7,86893,1,Regular Shoppers
7,5,10495,1,Regular Shoppers
45,6,99594,3,Potential High-Value
201,2,16298,1,Regular Shoppers
98,5,96995,1,Regular Shoppers
11,41,525965,0,Loyal Customers
15,5,44295,1,Regular Shoppers
10,25,330155,0,Loyal Customers
21,28,139743,0,Loyal Customers
1,2,21298,1,Regular Shoppers
235,7,54493,1,Regular Shoppers
94,7,54394,1,Regular Shoppers
6,9,28852,1,Regular Shoppers
15,21,155029,3,Potential High-Value
195,4,42596,1,Regular Shoppers
28,8,109042,3,Potential High-Value
36,23,214128,0,Loyal Customers
9,30,144256,0,Loyal Customers
52,9,78141,3,Potential High-Value
156,9,89691,3,Potential High-Value
134,6,138065,3,Potential High-Value
11,19,56681,3,Potential High-Value
277,4,66057,2,Churned Customers
117,8,153792,3,Potential High-Value
43,10,91790,3,Potential High-Value
144,3,33997,1,Regular Shoppers
2,7,58693,1,Regular Shoppers
13,9,87641,3,Potential High-Value
74,21,132079,3,Potential High-Value
25,6,20744,1,Regular Shoppers
35,5,26095,1,Regular Shoppers
79,6,41460,1,Regular Shoppers
55,10,66340,3,Potential High-Value
65,10,222490,3,Potential High-Value
12,19,281031,0,Loyal Customers
132,8,60013,1,Regular Shoppers
10,8,29492,1,Regular Shoppers
4,17,92783,3,Potential High-Value
300,8,74592,2,Churned Customers
35,20,183151,0,Loyal Customers
17,8,57792,1,Regular Shoppers
56,5,43695,1,Regular Shoppers
81,7,22993,1,Regular Shoppers
17,25,266636,0,Loyal Customers
211,6,42144,1,Regular Shoppers
8,23,180379,0,Loyal Customers
83,8,44442,1,Regular Shoppers
119,8,105422,3,Potential High-Value
295,5,19295,2,Churned Customers
369,4,75796,2,Churned Customers
507,1,2999,2,Churned Customers
129,5,14895,1,Regular Shoppers
56,8,12742,1,Regular Shoppers
75,8,5943,1,Regular Shoppers
553,2,53498,2,Churned Customers
128,13,116648,3,Potential High-Value
50,2,39998,1,Regular Shoppers
63,10,75540,3,Potential High-Value
275,6,7644,2,Churned Customers
33,26,129935,0,Loyal Customers
34,2,6998,1,Regular Shoppers
87,20,158841,3,Potential High-Value
108,7,14793,1,Regular Shoppers
25,8,94602,3,Potential High-Value
6,8,5192,1,Regular Shoppers
49,8,95543,3,Potential High-Value
7,7,66294,1,Regular Shoppers
46,29,296531,0,Loyal Customers
203,25,432175,0,Loyal Customers
120,2,20398,1,Regular Shoppers
182,3,50197,1,Regular Shoppers
121,6,14560,1,Regular Shoppers
201,5,4125,1,Regular Shoppers
165,9,20741,1,Regular Shoppers
368,2,12498,2,Churned Customers
22,10,89890,3,Potential High-Value
308,3,1797,2,Churned Customers
86,7,21493,1,Regular Shoppers
9,1,24999,1,Regular Shoppers
19,7,23393,1,Regular Shoppers
26,9,77091,3,Potential High-Value
386,3,6197,2,Churned Customers
14,13,79437,3,Potential High-Value
94,21,122879,3,Potential High-Value
33,4,20496,1,Regular Shoppers
75,10,52150,1,Regular Shoppers
40,7,78793,1,Regular Shoppers
99,15,64065,3,Potential High-Value
128,5,32995,1,Regular Shoppers
40,8,86692,3,Potential High-Value
97,4,56246,1,Regular Shoppers
63,6,30994,1,Regular Shoppers
44,6,23094,1,Regular Shoppers
94,3,35853,1,Regular Shoppers
306,4,15396,2,Churned Customers
1,16,210014,3,Potential High-Value
326,4,4096,2,Churned Customers
171,10,143540,3,Potential High-Value
168,1,2199,1,Regular Shoppers
88,5,20495,1,Regular Shoppers
81,10,13990,1,Regular Shoppers
29,4,35596,1,Regular Shoppers
71,2,29998,1,Regular Shoppers
33,17,177433,3,Potential High-Value
25,1,2499,1,Regular Shoppers
42,7,103793,3,Potential High-Value
108,2,6998,1,Regular Shoppers
284,2,2498,2,Churned Customers
4,10,198590,3,Potential High-Value
154,4,125052,1,Regular Shoppers
333,1,49999,2,Churned Customers
30,4,73796,1,Regular Shoppers
74,2,4498,1,Regular Shoppers
28,9,93741,3,Potential High-Value
276,10,66940,2,Churned Customers
3,46,515254,0,Loyal Customers
53,24,60226,3,Potential High-Value
284,9,52382,2,Churned Customers
111,3,14997,1,Regular Shoppers
327,4,43496,2,Churned Customers
16,8,69492,1,Regular Shoppers
30,9,77407,3,Potential High-Value
8,8,31922,1,Regular Shoppers
99,8,119192,3,Potential High-Value
86,9,138341,3,Potential High-Value
137,8,28442,1,Regular Shoppers
71,9,115012,3,Potential High-Value
106,7,116543,3,Potential High-Value
15,9,170841,3,Potential High-Value
126,4,64496,1,Regular Shoppers
110,10,91640,3,Potential High-Value
149,5,56595,1,Regular Shoppers
21,26,184274,0,Loyal Customers
162,4,7496,1,Regular Shoppers
42,4,27996,1,Regular Shoppers
297,1,149,2,Churned Customers
228,5,42495,1,Regular Shoppers
570,2,2998,2,Churned Customers
494,1,99,2,Churned Customers
5,28,429622,0,Loyal Customers
50,7,88793,3,Potential High-Value
390,4,70496,2,Churned Customers
183,5,23295,1,Regular Shoppers
15,10,113196,3,Potential High-Value
15,10,15400,1,Regular Shoppers
14,10,67790,3,Potential High-Value
112,14,145786,3,Potential High-Value
82,10,40190,1,Regular Shoppers
63,8,105442,3,Potential High-Value
236,9,35191,1,Regular Shoppers
83,10,33950,1,Regular Shoppers
145,3,71097,1,Regular Shoppers
27,5,39495,1,Regular Shoppers
275,1,2999,2,Churned Customers
61,5,74795,1,Regular Shoppers
30,23,187327,0,Loyal Customers
14,22,60608,3,Potential High-Value
22,10,67117,3,Potential High-Value
202,10,164090,3,Potential High-Value
22,16,191284,3,Potential High-Value
205,1,499,1,Regular Shoppers
46,26,164611,0,Loyal Customers
27,10,123490,3,Potential High-Value
26,9,114627,3,Potential High-Value
88,2,23798,1,Regular Shoppers
81,18,148409,3,Potential High-Value
449,5,66306,2,Churned Customers
57,9,103391,3,Potential High-Value
61,5,5795,1,Regular Shoppers
4,10,106801,3,Potential High-Value
163,3,4997,1,Regular Shoppers
219,1,1299,1,Regular Shoppers
22,6,68694,1,Regular Shoppers
13,25,211005,0,Loyal Customers
339,2,23398,2,Churned Customers
37,27,234409,0,Loyal Customers
79,17,105683,3,Potential High-Value
23,9,56991,1,Regular Shoppers
165,8,74892,1,Regular Shoppers
59,6,43894,1,Regular Shoppers
366,1,799,2,Churned Customers
14,23,138227,0,Loyal Customers
40,7,44544,1,Regular Shoppers
48,7,115993,3,Potential High-Value
38,17,144433,3,Potential High-Value
35,5,40295,1,Regular Shoppers
8,5,36895,1,Regular Shoppers
43,9,140291,3,Potential High-Value
50,7,106193,3,Potential High-Value
257,5,89295,1,Regular Shoppers
301,7,103843,2,Churned Customers
87,4,66496,1,Regular Shoppers
56,10,137790,3,Potential High-Value
31,19,118681,3,Potential High-Value
199,6,138565,3,Potential High-Value
15,19,208181,0,Loyal Customers
